time,mnvel,errvel
2022-02-22 08:25:11.261,-1.87898441054672,1.21314823627472
2022-03-11 06:30:35.941,0.0897800482860518,1.53710639476776
2022-03-22 11:39:55.530,-2.46185105996034,1.55909419059753
2022-03-23 11:46:08.861,-0.569935897614712,1.27210593223572
2022-04-20 10:57:57.657,-0.921384313984403,1.28437376022339
2022-04-21 10:57:10.201,-0.985544757672553,1.45830750465393
2022-04-25 10:56:16.749,4.2338577591819,1.36559355258942
2022-05-13 06:05:03.101,-8.01249007540862,1.7865424156189
2022-05-13 06:22:30.944,0.691091011195625,1.74677979946136
2022-05-25 07:54:07.404,-3.22728535973722,1.23050272464752
2022-05-30 06:09:28.255,3.94224182201269,1.44986164569855
2022-06-09 05:55:45.018,1.21329919491958,1.15775859355927
2022-06-10 05:56:53.060,-1.12940066328149,1.23021173477173
2022-06-11 06:31:52.057,5.71842535634206,1.2005068063736
2022-06-12 06:02:40.440,9.55154838691888,1.36741638183594
2022-06-14 06:24:29.934,-2.3144680668973,1.20537912845612
2022-06-15 06:02:53.427,-1.67756283691526,1.31218636035919
2022-06-17 06:06:14.351,-1.43804313296243,1.2229688167572
